UserID,Age,Gender,TotalCoursesEnrolled,AvgSpending,AvgCourseRating,DiversityScore,FirstEnrollDate,LastEnrollDate,PreferredCategory,PreferredLevel,ActiveDays,EnrollmentFrequency,LearningDepthIndex,Cluster,AvgCoursesPerCategory,DistanceToCentroid,SegmentName
U00021,15,Male,2,88.67,3.135,2,2025-04-08,2025-05-08,Cybersecurity,Advanced,31,0.06451612903225806,2.0,0,1.0,2.7470158154999766,Niche Specialists
U00022,31,Male,1,0.0,4.68,1,2025-05-20,2025-05-20,Project Management,Beginner,1,1.0,0.0,3,1.0,2.458107014359491,Casual Beginners
U00023,32,Male,1,0.0,4.51,1,2025-06-14,2025-06-14,Design,Beginner,1,1.0,0.0,3,1.0,2.076930677276666,Casual Beginners
U00024,18,Female,1,0.0,3.93,1,2025-09-27,2025-09-27,Cybersecurity,Intermediate,1,1.0,0.0,3,1.0,2.1154813082663613,Casual Beginners
U00025,34,Male,4,29.76,2.605,4,2025-01-04,2025-08-18,Finance,Advanced,227,0.01762114537444934,1.0,0,1.0,2.441127731225661,Niche Specialists
U00026,19,Male,1,327.99,1.51,1,2025-11-06,2025-11-06,Project Management,Beginner,1,1.0,0.0,2,1.0,3.1911845405154793,Premium One-Time Buyers
U00027,31,Male,2,0.0,2.915,2,2025-07-25,2025-10-08,Cybersecurity,Advanced,76,0.02631578947368421,1.0,0,1.0,2.057476786590267,Niche Specialists
U00028,30,Female,12,84.38833333333334,3.015,9,2025-01-11,2025-10-23,Finance,Beginner,286,0.04195804195804196,0.6666666666666666,1,1.3333333333333333,1.6005801230960601,Power Learners
U00029,30,Male,1,326.02,2.69,1,2025-07-09,2025-07-09,Business,Intermediate,1,1.0,0.0,2,1.0,2.0382398040047147,Premium One-Time Buyers
U00030,34,Male,1,0.0,3.45,1,2025-11-15,2025-11-15,Project Management,Intermediate,1,1.0,0.0,3,1.0,2.3797901721589914,Casual Beginners
U00031,30,Male,1,0.0,2.2,1,2025-10-21,2025-10-21,Web Development,Beginner,1,1.0,0.0,3,1.0,2.565158843289414,Casual Beginners
U00032,18,Male,1,285.05,1.96,1,2025-04-10,2025-04-10,Business,Beginner,1,1.0,0.0,2,1.0,2.18026080265862,Premium One-Time Buyers
U00033,25,Male,1,276.37,2.72,1,2025-02-02,2025-02-02,Design,Advanced,1,1.0,1.0,0,1.0,2.235345622410119,Niche Specialists
U00034,32,Female,2,124.05,2.67,2,2025-04-20,2025-07-02,Artificial Intelligence,Beginner,74,0.02702702702702703,0.0,2,1.0,2.5956742377786752,Premium One-Time Buyers
U00035,32,Male,1,0.78,3.89,1,2025-05-17,2025-05-17,Machine Learning,Advanced,1,1.0,1.0,0,1.0,2.279338888881274,Niche Specialists
U00036,24,Female,1,0.0,3.85,1,2025-11-01,2025-11-01,Programming,Beginner,1,1.0,0.0,3,1.0,1.6907437564761374,Casual Beginners
U00037,31,Female,2,0.0,1.9849999999999999,2,2025-02-28,2025-11-12,Cybersecurity,Advanced,258,0.007751937984496124,2.0,0,1.0,2.6968902310506095,Niche Specialists
U00038,35,Male,1,0.0,3.93,1,2025-08-24,2025-08-24,Cybersecurity,Intermediate,1,1.0,0.0,3,1.0,2.378676242640957,Casual Beginners
U00039,16,Female,1,346.71,1.23,1,2025-03-01,2025-03-01,Project Management,Advanced,1,1.0,1.0,0,1.0,3.824264341569108,Niche Specialists
U00040,15,Male,1,0.0,3.85,1,2025-05-13,2025-05-13,Programming,Beginner,1,1.0,0.0,3,1.0,2.422819367077296,Casual Beginners
U00041,19,Female,2,163.01,3.5650000000000004,2,2025-05-28,2025-06-10,Business,Beginner,14,0.14285714285714285,0.0,2,1.0,2.144750159770857,Premium One-Time Buyers
U00042,32,Male,1,89.59,2.68,1,2025-10-27,2025-10-27,Artificial Intelligence,Intermediate,1,1.0,0.0,3,1.0,2.5672757135328172,Casual Beginners
U00043,31,Male,1,327.99,1.51,1,2025-08-29,2025-08-29,Project Management,Beginner,1,1.0,0.0,2,1.0,3.2210128499452515,Premium One-Time Buyers
U00044,19,Male,1,299.57,3.74,1,2025-05-19,2025-05-19,Data Science,Beginner,1,1.0,0.0,2,1.0,1.8141476107278933,Premium One-Time Buyers
U00045,23,Female,14,86.41357142857143,3.375,9,2025-01-05,2025-12-06,Project Management,Beginner,336,0.041666666666666664,0.42857142857142855,1,1.5555555555555556,2.312543526651026,Power Learners
U00046,29,Female,2,0.0,1.325,2,2025-05-22,2025-11-25,Design,Advanced,188,0.010638297872340425,0.5,0,1.0,2.575834597023355,Niche Specialists
U00047,34,Male,1,0.0,3.6,1,2025-09-05,2025-09-05,Data Science,Intermediate,1,1.0,0.0,3,1.0,2.0987246888370956,Casual Beginners
U00048,19,Male,13,27.45307692307692,3.329230769230769,9,2025-01-17,2025-11-19,Design,Beginner,307,0.04234527687296417,0.5714285714285714,1,1.4444444444444444,1.6706075239847988,Power Learners
U00049,32,Male,1,0.0,3.45,1,2025-04-29,2025-04-29,Project Management,Intermediate,1,1.0,0.0,3,1.0,2.197149726509027,Casual Beginners
U00050,33,Male,1,0.0,2.61,1,2025-08-14,2025-08-14,Design,Advanced,1,1.0,1.0,0,1.0,2.0408292688681913,Niche Specialists
U00051,32,Female,1,0.0,4.51,1,2025-07-25,2025-07-25,Design,Beginner,1,1.0,0.0,3,1.0,2.0467894608024606,Casual Beginners
U00052,25,Female,1,0.78,3.89,1,2025-09-15,2025-09-15,Machine Learning,Advanced,1,1.0,1.0,0,1.0,1.9393406189360236,Niche Specialists
U00053,34,Female,1,53.86,2.47,1,2025-12-18,2025-12-18,Finance,Beginner,1,1.0,0.0,3,1.0,2.170626824027438,Casual Beginners
U00054,22,Female,1,490.9,4.55,1,2025-03-12,2025-03-12,Artificial Intelligence,Beginner,1,1.0,0.0,2,1.0,2.7291607614438385,Premium One-Time Buyers
U00055,31,Female,16,90.515625,3.055625,9,2025-01-09,2025-12-16,Design,Advanced,342,0.04678362573099415,2.25,1,1.7777777777777777,2.7785989569445757,Power Learners
U00056,22,Female,2,0.0,2.745,2,2025-06-08,2025-08-09,Design,Advanced,63,0.031746031746031744,0.5,0,1.0,1.9012276760177111,Niche Specialists
U00057,18,Male,1,487.92,3.64,1,2025-06-10,2025-06-10,Business,Advanced,1,1.0,1.0,2,1.0,3.170901989874902,Premium One-Time Buyers
U00058,30,Female,1,117.68,2.57,1,2025-04-10,2025-04-10,Data Science,Advanced,1,1.0,1.0,0,1.0,1.8127625933446088,Niche Specialists
U00059,32,Male,1,0.0,4.51,1,2025-08-21,2025-08-21,Design,Beginner,1,1.0,0.0,3,1.0,2.076930677276666,Casual Beginners
U00060,26,Male,4,13.465,3.515,3,2025-08-13,2025-12-01,Finance,Beginner,111,0.036036036036036036,0.0,3,1.3333333333333333,2.1310568319564545,Casual Beginners
U00061,32,Female,1,0.0,1.91,1,2025-05-05,2025-05-05,Cybersecurity,Intermediate,1,1.0,0.0,3,1.0,2.5452775155893854,Casual Beginners
U00062,28,Female,1,0.0,3.85,1,2025-11-26,2025-11-26,Programming,Beginner,1,1.0,0.0,3,1.0,1.7315420600784923,Casual Beginners
U00063,34,Female,2,149.785,3.31,2,2025-01-22,2025-02-03,Data Science,Beginner,13,0.15384615384615385,0.0,2,1.0,2.414170916421028,Premium One-Time Buyers
U00064,33,Female,1,276.37,2.72,1,2025-09-08,2025-09-08,Design,Advanced,1,1.0,1.0,0,1.0,2.6230908055105435,Niche Specialists
U00065,29,Male,1,0.0,2.67,1,2025-01-15,2025-01-15,Web Development,Advanced,1,1.0,1.0,0,1.0,2.464890559131834,Niche Specialists
U00066,26,Female,1,327.99,1.51,1,2025-04-12,2025-04-12,Project Management,Beginner,1,1.0,0.0,2,1.0,3.049382708170964,Premium One-Time Buyers
U00067,28,Female,1,119.04,2.75,1,2025-11-06,2025-11-06,Finance,Intermediate,1,1.0,0.0,3,1.0,1.7786675408807684,Casual Beginners
U00068,32,Male,1,0.0,3.45,1,2025-03-29,2025-03-29,Project Management,Intermediate,1,1.0,0.0,3,1.0,2.197149726509027,Casual Beginners
U00069,27,Female,2,0.0,3.67,2,2025-02-16,2025-08-24,Design,Advanced,190,0.010526315789473684,1.0,0,1.0,1.8654713333584079,Niche Specialists
U00070,25,Female,2,0.0,4.6899999999999995,2,2025-05-11,2025-10-12,Digital Marketing,Intermediate,155,0.012903225806451613,0.0,3,1.0,2.4133439817181936,Casual Beginners
U00071,30,Female,14,45.85285714285715,2.777857142857143,8,2025-01-19,2025-11-16,Programming,Beginner,302,0.046357615894039736,0.5,1,1.75,2.243475148655712,Power Learners
U00072,17,Female,1,326.02,2.69,1,2025-04-16,2025-04-16,Business,Intermediate,1,1.0,0.0,2,1.0,2.2305773333185552,Premium One-Time Buyers
U00073,16,Male,1,0.78,3.89,1,2025-06-23,2025-06-23,Machine Learning,Advanced,1,1.0,1.0,0,1.0,2.4144438131215717,Niche Specialists
U00074,19,Male,3,321.06,3.5233333333333334,2,2025-06-04,2025-11-13,Programming,Beginner,163,0.018404907975460124,0.0,2,1.5,2.701773372957688,Premium One-Time Buyers
U00075,22,Male,1,0.0,4.45,1,2025-11-12,2025-11-12,Design,Advanced,1,1.0,1.0,0,1.0,2.277732012624221,Niche Specialists
U00076,34,Male,4,118.07,3.0949999999999998,4,2025-07-11,2025-12-29,Business,Beginner,172,0.023255813953488372,0.25,2,1.0,2.882466357972149,Premium One-Time Buyers
U00077,20,Male,1,0.0,4.11,1,2025-08-30,2025-08-30,Marketing,Intermediate,1,1.0,0.0,3,1.0,1.9201719785812463,Casual Beginners
U00078,32,Female,1,0.0,4.11,1,2025-04-09,2025-04-09,Marketing,Intermediate,1,1.0,0.0,3,1.0,1.9954039323508483,Casual Beginners
U00079,28,Male,1,0.0,4.94,1,2025-10-04,2025-10-04,Cybersecurity,Beginner,1,1.0,0.0,3,1.0,2.3186043795031046,Casual Beginners
U00080,35,Female,1,0.0,2.88,1,2025-05-21,2025-05-21,Programming,Beginner,1,1.0,0.0,3,1.0,2.342649986557524,Casual Beginners
U00081,18,Female,1,0.0,1.52,1,2025-07-09,2025-07-09,Design,Advanced,1,1.0,1.0,0,1.0,2.3415909851063006,Niche Specialists
U00082,31,Male,1,0.0,4.68,1,2025-06-30,2025-06-30,Project Management,Beginner,1,1.0,0.0,3,1.0,2.458107014359491,Casual Beginners
U00083,16,Male,15,110.75333333333333,2.9953333333333334,9,2025-01-06,2025-12-08,Artificial Intelligence,Intermediate,337,0.04451038575667656,0.8,1,1.6666666666666667,2.727783548279347,Power Learners
U00084,20,Male,1,327.99,1.51,1,2025-02-11,2025-02-11,Project Management,Beginner,1,1.0,0.0,2,1.0,3.1462073645428794,Premium One-Time Buyers
U00085,22,Female,13,88.39384615384614,2.9084615384615384,7,2025-01-01,2025-12-30,Cybersecurity,Beginner,364,0.03571428571428571,0.375,1,1.8571428571428572,1.6723892326040954,Power Learners
U00086,27,Female,4,13.465,2.47,4,2025-06-13,2025-11-21,Business,Advanced,162,0.024691358024691357,1.0,0,1.0,2.2360763474596808,Niche Specialists
U00087,19,Female,3,0.0,4.506666666666667,3,2025-05-29,2025-09-02,Machine Learning,Intermediate,97,0.030927835051546393,0.0,3,1.0,2.6402887505615897,Casual Beginners
U00088,23,Male,1,0.0,3.64,1,2025-01-26,2025-01-26,Artificial Intelligence,Beginner,1,1.0,0.0,3,1.0,2.09631196945912,Casual Beginners
U00089,30,Male,1,0.0,4.73,1,2025-05-16,2025-05-16,Machine Learning,Intermediate,1,1.0,0.0,3,1.0,2.1195188512441248,Casual Beginners
U00090,34,Male,1,0.0,3.45,1,2025-11-17,2025-11-17,Project Management,Intermediate,1,1.0,0.0,3,1.0,2.3797901721589914,Casual Beginners
U00091,35,Male,1,0.0,4.14,1,2025-10-30,2025-10-30,Finance,Beginner,1,1.0,0.0,3,1.0,2.1828364475951467,Casual Beginners
U00092,31,Male,4,148.7025,2.7175000000000002,4,2025-06-02,2025-08-29,Artificial Intelligence,Advanced,89,0.0449438202247191,0.6666666666666666,0,1.0,2.685994882111667,Niche Specialists
U00093,16,Male,1,285.05,1.96,1,2025-06-23,2025-06-23,Business,Beginner,1,1.0,0.0,2,1.0,2.3658462268432943,Premium One-Time Buyers
U00094,27,Male,1,299.57,3.74,1,2025-02-11,2025-02-11,Data Science,Beginner,1,1.0,0.0,2,1.0,1.5947014943224962,Premium One-Time Buyers
U00095,20,Male,1,248.1,1.2,1,2025-06-06,2025-06-06,Artificial Intelligence,Beginner,1,1.0,0.0,2,1.0,2.678203707596901,Premium One-Time Buyers
U00096,34,Female,4,0.0,2.58,3,2025-05-23,2025-11-27,Machine Learning,Beginner,189,0.021164021164021163,0.0,3,1.3333333333333333,2.7434035006742223,Casual Beginners
U00097,25,Male,2,0.0,2.0949999999999998,2,2025-07-07,2025-07-10,Cybersecurity,Advanced,4,0.5,2.0,0,1.0,2.166679728374898,Niche Specialists
U00098,31,Male,1,0.0,4.45,1,2025-05-26,2025-05-26,Design,Advanced,1,1.0,1.0,0,1.0,2.46223891187658,Niche Specialists
U00099,29,Female,1,299.57,3.74,1,2025-08-22,2025-08-22,Data Science,Beginner,1,1.0,0.0,2,1.0,1.6924676552814253,Premium One-Time Buyers
U00100,32,Female,1,0.0,2.14,1,2025-09-21,2025-09-21,Digital Marketing,Beginner,1,1.0,0.0,3,1.0,2.1392084604036263,Casual Beginners
U00101,15,Female,1,89.59,2.68,1,2025-03-07,2025-03-07,Artificial Intelligence,Intermediate,1,1.0,0.0,3,1.0,2.8633791798688106,Casual Beginners
U00102,32,Male,1,299.57,3.74,1,2025-10-01,2025-10-01,Data Science,Beginner,1,1.0,0.0,2,1.0,1.9631696558260652,Premium One-Time Buyers
U00103,30,Female,1,0.0,2.0,1,2025-02-16,2025-02-16,Business,Advanced,1,1.0,1.0,0,1.0,2.2367962758615567,Niche Specialists
U00104,19,Male,1,53.86,2.47,1,2025-10-29,2025-10-29,Finance,Beginner,1,1.0,0.0,3,1.0,1.9753237613189703,Casual Beginners
U00105,27,Male,1,299.57,3.74,1,2025-07-21,2025-07-21,Data Science,Beginner,1,1.0,0.0,2,1.0,1.5947014943224962,Premium One-Time Buyers
U00106,19,Male,2,28.66,3.4400000000000004,2,2025-10-22,2025-12-01,Digital Marketing,Advanced,41,0.04878048780487805,0.5,0,1.0,2.0855593610656746,Niche Specialists
U00107,18,Female,1,0.0,3.85,1,2025-07-26,2025-07-26,Programming,Beginner,1,1.0,0.0,3,1.0,2.071441668048323,Casual Beginners
U00108,32,Male,2,0.0,2.965,2,2025-01-04,2025-08-16,Design,Advanced,225,0.008888888888888889,0.5,0,1.0,2.2241841166493335,Niche Specialists
U00109,15,Female,14,62.12642857142857,3.157857142857143,10,2025-02-11,2025-12-10,Data Science,Beginner,303,0.0462046204620462,0.3333333333333333,1,1.4,2.23895626377523,Power Learners
U00110,26,Female,1,487.92,3.64,1,2025-12-05,2025-12-05,Business,Advanced,1,1.0,1.0,2,1.0,2.971520574355023,Premium One-Time Buyers
U00111,24,Male,1,0.0,2.14,1,2025-06-28,2025-06-28,Digital Marketing,Beginner,1,1.0,0.0,3,1.0,1.8830005746504859,Casual Beginners
U00112,34,Female,14,40.41428571428571,3.165714285714286,9,2025-02-22,2025-12-26,Data Science,Advanced,308,0.045454545454545456,0.8333333333333334,1,1.5555555555555556,2.0632904194022936,Power Learners
U00113,19,Male,1,346.71,1.23,1,2025-04-14,2025-04-14,Project Management,Advanced,1,1.0,1.0,0,1.0,3.6642877257805635,Niche Specialists
U00114,22,Female,1,0.0,2.38,1,2025-02-22,2025-02-22,Cybersecurity,Advanced,1,1.0,1.0,0,1.0,1.8187022772866628,Niche Specialists
U00115,32,Female,1,0.0,1.73,1,2025-08-02,2025-08-02,Machine Learning,Intermediate,1,1.0,0.0,3,1.0,2.51221881197349,Casual Beginners
U00116,31,Male,1,0.0,1.52,1,2025-04-27,2025-04-27,Design,Advanced,1,1.0,1.0,0,1.0,2.3046710272673923,Niche Specialists
U00117,19,Female,13,145.06692307692308,3.373076923076923,9,2025-03-20,2025-12-05,Cybersecurity,Beginner,261,0.04980842911877394,0.5,1,1.4444444444444444,1.742067124441698,Power Learners
U00118,28,Female,1,0.0,2.0,1,2025-03-12,2025-03-12,Business,Advanced,1,1.0,1.0,0,1.0,2.1296235078104617,Niche Specialists
U00119,28,Male,1,57.32,4.74,1,2025-06-11,2025-06-11,Web Development,Advanced,1,1.0,1.0,0,1.0,3.0774068501849103,Niche Specialists
U00120,15,Male,2,207.755,3.215,2,2025-03-06,2025-04-09,Artificial Intelligence,Beginner,35,0.05714285714285714,0.0,2,1.0,2.484405060451342,Premium One-Time Buyers
U00121,27,Female,2,164.385,2.7,2,2025-06-08,2025-11-22,Machine Learning,Advanced,168,0.011904761904761904,0.5,0,1.0,2.1217843893206485,Niche Specialists
U00122,21,Female,2,0.0,2.895,2,2025-02-02,2025-10-24,Digital Marketing,Beginner,265,0.007547169811320755,0.0,3,1.0,2.179685331514403,Casual Beginners
U00123,18,Female,2,178.445,4.24,2,2025-05-02,2025-10-21,Data Science,Advanced,173,0.011560693641618497,0.5,0,1.0,2.7722938984448664,Niche Specialists
U00124,19,Female,2,230.245,2.175,2,2025-02-28,2025-09-07,Artificial Intelligence,Advanced,192,0.010416666666666666,0.5,2,1.0,2.796567480078342,Premium One-Time Buyers
U00125,35,Female,2,163.01,2.25,2,2025-03-06,2025-03-21,Business,Advanced,16,0.125,1.0,0,1.0,2.660104900770467,Niche Specialists
U00126,23,Female,14,77.4692857142857,3.457142857142857,7,2025-01-06,2025-12-14,Digital Marketing,Beginner,343,0.04081632653061224,0.5,1,2.0,1.5383658968290317,Power Learners
U00127,34,Female,3,301.1433333333334,3.846666666666667,3,2025-06-08,2025-10-11,Artificial Intelligence,Advanced,126,0.023809523809523808,2.0,0,1.0,3.7118760807837266,Niche Specialists
U00128,35,Female,13,139.51153846153846,3.106923076923077,8,2025-01-03,2025-12-10,Artificial Intelligence,Beginner,342,0.038011695906432746,0.6666666666666666,1,1.625,2.33463185883126,Power Learners
U00129,19,Male,2,207.755,3.885,2,2025-01-23,2025-03-19,Artificial Intelligence,Intermediate,56,0.03571428571428571,0.0,2,1.0,2.51759409918091,Premium One-Time Buyers
U00130,17,Male,1,248.1,1.2,1,2025-01-16,2025-01-16,Artificial Intelligence,Beginner,1,1.0,0.0,2,1.0,2.862177178987923,Premium One-Time Buyers
U00131,19,Male,1,0.0,3.15,1,2025-10-24,2025-10-24,Business,Advanced,1,1.0,1.0,0,1.0,2.091939709952085,Niche Specialists
U00132,22,Male,1,0.0,1.13,1,2025-10-21,2025-10-21,Machine Learning,Beginner,1,1.0,0.0,3,1.0,2.8312957826951988,Casual Beginners
U00133,21,Male,14,59.166428571428575,2.830714285714286,9,2025-02-28,2025-12-30,Marketing,Beginner,306,0.0457516339869281,0.7142857142857143,1,1.5555555555555556,1.8688193588194812,Power Learners
U00134,26,Female,14,102.72928571428572,3.3528571428571428,8,2025-01-28,2025-12-30,Finance,Advanced,337,0.04154302670623145,1.2,1,1.75,1.6169897579576673,Power Learners
U00135,17,Female,1,0.0,3.02,1,2025-07-07,2025-07-07,Data Science,Intermediate,1,1.0,0.0,3,1.0,2.075008256792268,Casual Beginners
U00136,25,Female,1,0.0,3.15,1,2025-03-23,2025-03-23,Business,Advanced,1,1.0,1.0,0,1.0,1.8691489862850288,Niche Specialists
U00137,15,Female,2,230.145,3.705,2,2025-09-10,2025-12-28,Data Science,Advanced,110,0.01818181818181818,1.0,0,1.0,2.7900637088928453,Niche Specialists
U00138,26,Male,2,0.0,1.8699999999999999,2,2025-01-21,2025-08-11,Design,Advanced,203,0.009852216748768473,0.5,0,1.0,2.1528877548498087,Niche Specialists
U00139,16,Female,4,62.025,1.8275000000000001,4,2025-01-05,2025-11-13,Artificial Intelligence,Advanced,313,0.012779552715654952,0.6666666666666666,0,1.0,3.009270294018845,Niche Specialists
U00140,24,Female,2,26.93,3.5650000000000004,2,2025-02-19,2025-03-26,Digital Marketing,Beginner,36,0.05555555555555555,0.0,3,1.0,1.9198519383001609,Casual Beginners
U00141,20,Male,1,0.0,2.88,1,2025-02-06,2025-02-06,Programming,Beginner,1,1.0,0.0,3,1.0,1.9640383024553232,Casual Beginners
U00142,17,Female,1,472.28,4.74,1,2025-01-20,2025-01-20,Programming,Beginner,1,1.0,0.0,2,1.0,3.4555095064136907,Premium One-Time Buyers
U00143,26,Male,2,88.67,4.415,2,2025-05-09,2025-07-16,Cybersecurity,Advanced,69,0.028985507246376812,0.5,0,1.0,2.5527158981331115,Niche Specialists
U00144,24,Female,13,73.35923076923076,3.173076923076923,7,2025-01-11,2025-12-28,Finance,Intermediate,352,0.036931818181818184,1.6666666666666667,1,1.8571428571428572,2.4889178630094304,Power Learners
U00145,23,Female,1,0.0,4.94,1,2025-02-26,2025-02-26,Cybersecurity,Beginner,1,1.0,0.0,3,1.0,2.283398917710434,Casual Beginners
U00146,30,Female,1,0.0,4.44,1,2025-11-18,2025-11-18,Digital Marketing,Beginner,1,1.0,0.0,3,1.0,1.8022988431096305,Casual Beginners
U00147,30,Male,12,99.64,3.0775,9,2025-02-06,2025-12-29,Data Science,Beginner,327,0.03669724770642202,0.5,1,1.3333333333333333,1.5694684308066273,Power Learners
U00148,35,Female,1,0.0,3.02,1,2025-02-05,2025-02-05,Data Science,Intermediate,1,1.0,0.0,3,1.0,2.221252983490698,Casual Beginners
U00149,17,Female,10,90.64099999999999,3.303,8,2025-01-20,2025-12-06,Artificial Intelligence,Advanced,321,0.03115264797507788,1.0,1,1.25,2.326789019154763,Power Learners
U00150,25,Male,2,0.0,3.245,2,2025-09-26,2025-12-06,Cybersecurity,Advanced,72,0.027777777777777776,1.0,0,1.0,1.8179775000643683,Niche Specialists
U00151,16,Female,1,0.0,4.44,1,2025-02-27,2025-02-27,Digital Marketing,Beginner,1,1.0,0.0,3,1.0,2.2489924120598186,Casual Beginners
U00152,19,Female,12,114.07666666666665,3.296666666666667,9,2025-01-19,2025-12-29,Cybersecurity,Beginner,345,0.034782608695652174,0.2857142857142857,1,1.3333333333333333,1.8724039312589715,Power Learners
U00153,35,Male,2,18.945,2.575,2,2025-02-21,2025-12-16,Programming,Advanced,299,0.006688963210702341,0.5,0,1.0,2.8041142841363165,Niche Specialists
U00154,29,Male,1,248.1,1.2,1,2025-02-24,2025-02-24,Artificial Intelligence,Beginner,1,1.0,0.0,2,1.0,2.6589415483696297,Premium One-Time Buyers
U00155,27,Male,2,0.0,3.71,2,2025-01-19,2025-05-19,Finance,Beginner,121,0.01652892561983471,0.0,3,1.0,2.0373689471504166,Casual Beginners
U00156,17,Male,1,0.0,1.59,1,2025-02-13,2025-02-13,Finance,Advanced,1,1.0,1.0,0,1.0,2.3966919368411967,Niche Specialists
U00157,32,Female,2,106.195,2.53,2,2025-05-07,2025-12-18,Cybersecurity,Advanced,226,0.008849557522123894,1.0,0,1.0,2.1736312605980093,Niche Specialists
U00158,35,Female,1,0.0,1.28,1,2025-05-24,2025-05-24,Programming,Beginner,1,1.0,0.0,3,1.0,3.2051209022819283,Casual Beginners
U00159,16,Male,2,26.93,2.1,2,2025-03-09,2025-04-16,Finance,Beginner,39,0.05128205128205128,0.0,3,1.0,2.851935812817642,Casual Beginners
U00160,28,Female,1,327.99,1.51,1,2025-12-16,2025-12-16,Project Management,Beginner,1,1.0,0.0,2,1.0,3.090227269619511,Premium One-Time Buyers
U00161,25,Female,11,55.054545454545455,2.8972727272727274,7,2025-01-30,2025-12-28,Business,Advanced,333,0.03303303303303303,1.25,1,1.5714285714285714,1.8814440008907243,Power Learners
U00162,26,Male,1,0.0,1.59,1,2025-05-01,2025-05-01,Finance,Advanced,1,1.0,1.0,0,1.0,2.0386644160809784,Niche Specialists
U00163,32,Female,1,0.0,3.45,1,2025-07-20,2025-07-20,Project Management,Intermediate,1,1.0,0.0,3,1.0,2.168680008516197,Casual Beginners
U00164,32,Male,2,0.0,3.2700000000000005,1,2025-05-15,2025-09-11,Machine Learning,Advanced,120,0.016666666666666666,1.0,0,2.0,2.1498771217942645,Niche Specialists
